

times in msec
 clock   self+sourced   self:  sourced script
 clock   elapsed:              other lines
179.190  000.101  000.101: sourcing /Users/beps/.local/share/nvim/site/pack/packer/start/rainbow_csv/plugin/rainbow_csv.vim
179.926  000.302  000.302: sourcing /Users/beps/.local/share/nvim/site/pack/packer/start/sexy_scroller.vim/plugin/sexy_scroller.vim
180.602  000.272  000.272: sourcing /Users/beps/.local/share/nvim/site/pack/packer/start/tabular/plugin/Tabular.vim
182.163  000.554  000.554: sourcing /Users/beps/.local/share/nvim/site/pack/packer/start/telescope.nvim/plugin/telescope.lua
183.877  001.285  001.285: sourcing /Users/beps/.local/share/nvim/site/pack/packer/start/vim-fugitive/plugin/fugitive.vim
184.224  012.663: loading packages
185.975  000.295  000.295: sourcing /Users/beps/.local/share/nvim/site/pack/packer/start/tabular/autoload/tabular.vim
188.221  003.022  002.727: sourcing /Users/beps/.local/share/nvim/site/pack/packer/start/tabular/after/plugin/TabularMaps.vim
189.227  000.312  000.312: require('cmp_cmdline')
189.289  000.435  000.123: sourcing /Users/beps/.local/share/nvim/site/pack/packer/start/cmp-cmdline/after/plugin/cmp_cmdline.lua
190.124  000.347  000.347: require('dap.repl')
190.142  000.568  000.220: require('cmp_dap')
190.187  000.670  000.102: sourcing /Users/beps/.local/share/nvim/site/pack/packer/start/cmp-dap/after/plugin/cmp_dap.lua
190.842  000.192  000.192: require('cmp_nvim_lsp.source')
190.864  000.364  000.172: require('cmp_nvim_lsp')
190.899  000.477  000.114: sourcing /Users/beps/.local/share/nvim/site/pack/packer/start/cmp-nvim-lsp/after/plugin/cmp_nvim_lsp.lua
191.635  000.304  000.304: require('cmp_nvim_lsp_signature_help')
191.696  000.559  000.254: sourcing /Users/beps/.local/share/nvim/site/pack/packer/start/cmp-nvim-lsp-signature-help/after/plugin/cmp_nvim_lsp_signature_help.lua
192.303  000.211  000.211: require('cmp_nvim_lua')
192.361  000.383  000.172: sourcing /Users/beps/.local/share/nvim/site/pack/packer/start/cmp-nvim-lua/after/plugin/cmp_nvim_lua.lua
192.982  000.223  000.223: require('cmp_luasnip')
193.062  000.385  000.162: sourcing /Users/beps/.local/share/nvim/site/pack/packer/start/cmp_luasnip/after/plugin/cmp_luasnip.lua
194.244  000.200  000.200: require('cmp_buffer.timer')
194.261  000.410  000.210: require('cmp_buffer.buffer')
194.276  000.612  000.203: require('cmp_buffer.source')
194.279  000.775  000.163: require('cmp_buffer')
194.330  000.909  000.134: sourcing /Users/beps/.local/share/nvim/site/pack/packer/opt/cmp-buffer/after/plugin/cmp_buffer.lua
199.145  004.342  004.342: require('cmp_latex_symbols/items')
199.153  004.521  000.180: require('cmp_latex_symbols')
199.182  004.611  000.089: sourcing /Users/beps/.local/share/nvim/site/pack/packer/opt/cmp-latex-symbols/after/plugin/cmp_latex.lua
199.704  000.153  000.153: require('cmp_path')
199.732  000.223  000.069: sourcing /Users/beps/.local/share/nvim/site/pack/packer/opt/cmp-path/after/plugin/cmp_path.lua
199.738  003.841: loading after plugins
199.758  000.020: inits 3
204.497  004.739: reading ShaDa
205.138  000.123  000.123: require('luasnip.loaders.from_lua')
205.270  000.104  000.104: require('luasnip.loaders.from_snipmate')
205.363  000.639: opening buffers
207.367  001.284  001.284: sourcing /Users/beps/.local/share/nvim/site/pack/packer/start/rainbow_csv/autoload/rainbow_csv.vim
207.905  001.259: BufEnter autocommands
207.909  000.004: editing files in windows
210.007  002.098: VimEnter autocommands
210.011  000.004: UIEnter autocommands
210.824  000.350  000.350: sourcing /Users/beps/sw/nvim-macos/share/nvim/runtime/autoload/provider/clipboard.vim
210.835  000.475: before starting main loop
211.420  000.584: first screen update
211.423  000.003: --- NVIM STARTED ---
